episode,total_reward,coverage_pct,steps,total_collisions,terminated
3,194.69999999999996,1.0,337,0,True
4,166.2999999999999,1.0,461,6,True
5,-54.85000000000014,0.890625,500,13,False
6,211.29999999999993,1.0,293,2,True
7,171.2,1.0,457,12,True
8,190.99999999999997,1.0,346,2,True
9,197.5,1.0,304,13,True
10,193.5,1.0,350,4,True
11,-46.050000000000104,0.953125,500,3,False
12,205.8,1.0,281,4,True
13,186.99999999999997,1.0,371,13,True
14,192.8,1.0,315,1,True
15,207.59999999999994,1.0,286,1,True
16,-43.550000000000075,0.984375,500,4,False
17,214.09999999999997,1.0,239,1,True
18,202.29999999999998,1.0,294,0,True
19,-48.45000000000008,0.953125,500,5,False
20,174.29999999999995,1.0,438,1,True
21,202.89999999999998,1.0,293,2,True
22,198.1,1.0,299,9,True
23,183.69999999999996,1.0,366,8,True
24,165.89999999999995,1.0,473,7,True
25,-34.35000000000008,0.984375,500,8,False
26,212.89999999999992,1.0,275,4,True
27,178.29999999999993,1.0,430,5,True
28,217.69999999999996,1.0,237,1,True
29,204.79999999999998,1.0,301,3,True
30,204.69999999999996,1.0,296,2,True
31,200.1,1.0,294,4,True
32,161.79999999999995,1.0,462,0,True
33,-39.50000000000016,0.96875,500,1,False
34,208.79999999999993,1.0,253,5,True
35,-35.650000000000084,0.984375,500,5,False
36,-34.2500000000001,0.984375,500,5,False
37,224.79999999999995,1.0,176,3,True
38,191.69999999999996,1.0,401,3,True
39,173.69999999999996,1.0,410,4,True
40,197.39999999999992,1.0,319,2,True
41,193.39999999999995,1.0,329,1,True
42,158.99999999999997,1.0,495,7,True
43,-47.450000000000074,0.984375,500,5,False
44,-57.1000000000001,0.96875,500,4,False
45,-43.350000000000136,0.953125,500,12,False
46,193.94999999999987,1.0,377,8,True
47,204.59999999999997,1.0,336,1,True
48,200.7,1.0,295,10,True
49,177.90000000000003,1.0,396,5,True
50,-40.150000000000134,0.984375,500,6,False
51,197.19999999999993,1.0,309,5,True
52,178.99999999999994,1.0,470,2,True
53,-38.45000000000006,0.984375,500,0,False
54,207.2,1.0,280,3,True
55,-52.750000000000036,0.984375,500,0,False
56,213.1999999999999,1.0,259,0,True
57,191.49999999999997,1.0,352,5,True
58,209.89999999999995,1.0,267,9,True
59,221.99999999999991,1.0,213,3,True
60,-55.15000000000011,0.984375,500,1,False
61,184.79999999999995,1.0,370,4,True
62,-53.55000000000008,0.984375,500,2,False
63,155.09999999999988,1.0,474,17,True
64,210.5,1.0,249,1,True
65,172.99999999999994,1.0,453,3,True
66,223.8999999999999,1.0,240,1,True
67,210.89999999999992,1.0,270,0,True
68,194.29999999999998,1.0,310,3,True
69,195.29999999999995,1.0,312,2,True
70,191.69999999999996,1.0,386,1,True
71,228.79999999999995,1.0,175,1,True
72,198.49999999999991,1.0,315,4,True
73,218.09999999999988,1.0,229,12,True
74,-41.35000000000005,0.96875,500,3,False
75,-37.55000000000012,0.984375,500,0,False
76,193.89999999999995,1.0,360,3,True
77,199.29999999999995,1.0,306,2,True
78,193.79999999999993,1.0,334,13,True
79,229.69999999999987,1.0,205,3,True
80,187.39999999999995,1.0,360,0,True
81,201.79999999999998,1.0,293,4,True
82,166.39999999999992,1.0,458,10,True
83,175.49999999999991,1.0,434,6,True
84,223.1999999999999,1.0,240,0,True
85,198.99999999999994,1.0,338,2,True
86,219.79999999999995,1.0,204,2,True
87,197.69999999999996,1.0,315,8,True
88,191.29999999999998,1.0,360,3,True
89,198.79999999999995,1.0,286,5,True
90,201.79999999999995,1.0,289,3,True
91,168.79999999999987,1.0,449,5,True
92,213.19999999999996,1.0,273,0,True
93,196.79999999999993,1.0,342,6,True
94,179.0,1.0,366,11,True
95,199.59999999999988,1.0,361,8,True
96,172.1999999999999,1.0,431,0,True
97,221.89999999999995,1.0,204,0,True
98,175.99999999999991,1.0,485,6,True
99,220.79999999999998,1.0,193,0,True
100,170.39999999999992,1.0,469,4,True
101,206.59999999999988,1.0,327,3,True
102,192.19999999999996,1.0,352,3,True
103,171.79999999999995,1.0,432,2,True
104,-44.60000000000012,0.96875,500,3,False
105,194.19999999999993,1.0,361,2,True
106,210.2999999999999,1.0,290,4,True
107,219.19999999999993,1.0,226,2,True
108,198.49999999999991,1.0,336,0,True
109,-33.4500000000001,0.984375,500,3,False
110,197.39999999999992,1.0,339,0,True
111,220.09999999999994,1.0,230,0,True
112,185.4,1.0,388,0,True
113,194.0,1.0,313,1,True
114,-27.550000000000068,0.953125,500,6,False
115,193.49999999999997,1.0,327,6,True
116,-40.250000000000135,0.984375,500,0,False
117,203.19999999999996,1.0,262,2,True
118,189.29999999999993,1.0,397,1,True
119,192.89999999999995,1.0,328,2,True
120,213.39999999999986,1.0,269,0,True
121,185.29999999999998,1.0,381,11,True
122,213.69999999999993,1.0,289,4,True
123,202.39999999999992,1.0,298,0,True
124,212.69999999999996,1.0,242,3,True
125,212.49999999999991,1.0,268,4,True
126,174.89999999999995,1.0,417,4,True
127,197.99999999999997,1.0,333,2,True
128,204.7,1.0,312,0,True
129,192.99999999999997,1.0,307,0,True
130,213.99999999999997,1.0,228,5,True
131,218.99999999999994,1.0,226,0,True
132,229.49999999999991,1.0,202,1,True
133,211.99999999999991,1.0,267,4,True
134,199.14999999999995,1.0,318,4,True
135,216.7,1.0,227,1,True
136,208.99999999999997,1.0,259,3,True
137,210.49999999999997,1.0,268,2,True
138,196.99999999999997,1.0,277,7,True
139,225.49999999999994,1.0,179,1,True
140,192.09999999999994,1.0,369,1,True
141,209.6999999999999,1.0,299,2,True
142,191.89999999999992,1.0,352,1,True
143,192.99999999999994,1.0,357,7,True
144,201.49999999999991,1.0,328,5,True
145,155.5999999999998,1.0,489,27,True
146,215.29999999999993,1.0,264,2,True
147,238.49999999999994,1.0,154,0,True
148,208.3999999999999,1.0,292,1,True
149,215.4999999999999,1.0,262,15,True
150,202.69999999999993,1.0,306,4,True
151,213.0999999999999,1.0,276,2,True
152,222.9999999999999,1.0,229,4,True
153,245.3,1.0,109,1,True
154,224.19999999999996,1.0,202,0,True
155,210.99999999999991,1.0,276,4,True
156,-26.350000000000083,0.984375,500,4,False
157,233.69999999999993,1.0,165,1,True
158,229.59999999999988,1.0,197,1,True
159,226.49999999999983,1.0,241,3,True
160,243.49999999999994,1.0,124,0,True
161,212.69999999999987,1.0,264,9,True
162,-38.350000000000044,0.984375,500,9,False
163,163.49999999999997,1.0,480,0,True
164,195.29999999999993,1.0,356,11,True
165,225.2999999999999,1.0,223,2,True
166,209.59999999999994,1.0,273,1,True
167,-31.150000000000073,0.984375,500,1,False
168,201.29999999999993,1.0,316,3,True
169,235.64999999999998,1.0,146,2,True
170,-31.050000000000093,0.984375,500,10,False
171,222.19999999999987,1.0,238,1,True
172,219.59999999999988,1.0,248,0,True
173,192.39999999999995,1.0,345,7,True
174,178.49999999999994,1.0,412,5,True
175,203.39999999999992,1.0,316,10,True
176,232.39999999999992,1.0,169,4,True
177,205.89999999999998,1.0,306,2,True
178,203.99999999999986,1.0,320,7,True
179,190.29999999999995,1.0,381,0,True
180,200.79999999999993,1.0,317,8,True
181,212.59999999999994,1.0,260,2,True
182,208.8,1.0,241,11,True
183,229.0999999999999,1.0,193,0,True
184,233.29999999999995,1.0,177,0,True
185,186.89999999999992,1.0,403,1,True
186,-46.15000000000009,0.984375,500,3,False
187,187.49999999999994,1.0,383,6,True
188,207.49999999999997,1.0,254,3,True
189,198.6999999999999,1.0,298,10,True
190,232.19999999999993,1.0,164,3,True
191,187.89999999999992,1.0,362,0,True
192,189.59999999999994,1.0,355,1,True
193,171.7999999999999,1.0,463,8,True
194,185.59999999999997,1.0,395,5,True
195,207.99999999999991,1.0,292,0,True
196,214.09999999999997,1.0,216,0,True
197,227.89999999999992,1.0,211,1,True
198,179.79999999999995,1.0,362,6,True
199,-35.450000000000166,0.984375,500,2,False
200,196.24999999999997,1.0,292,3,True
201,196.09999999999994,1.0,298,0,True
202,225.14999999999995,1.0,207,3,True
203,188.5999999999999,1.0,367,7,True
204,192.69999999999996,1.0,345,13,True
205,181.8999999999999,1.0,423,3,True
206,215.24999999999994,1.0,228,2,True
207,180.49999999999997,1.0,402,9,True
208,156.49999999999994,1.0,477,4,True
209,168.39999999999995,1.0,440,3,True
210,232.59999999999994,1.0,171,3,True
211,193.29999999999998,1.0,319,0,True
212,215.0999999999999,1.0,260,1,True
213,224.69999999999993,1.0,193,5,True
214,184.89999999999992,1.0,344,3,True
215,199.69999999999993,1.0,293,9,True
216,209.1999999999999,1.0,299,2,True
217,193.39999999999995,1.0,336,0,True
218,198.59999999999994,1.0,345,0,True
219,173.59999999999997,1.0,457,12,True
220,216.0999999999999,1.0,257,5,True
221,226.99999999999994,1.0,197,0,True
222,207.9999999999999,1.0,310,4,True
223,213.4999999999999,1.0,257,3,True
224,210.79999999999993,1.0,266,7,True
225,197.99999999999997,1.0,298,0,True
226,212.59999999999994,1.0,261,1,True
227,224.59999999999994,1.0,172,4,True
228,202.19999999999996,1.0,286,2,True
229,-33.35000000000016,0.984375,500,1,False
230,183.29999999999998,1.0,363,3,True
231,214.99999999999994,1.0,241,0,True
232,241.69999999999993,1.0,150,0,True
233,232.5999999999999,1.0,192,0,True
234,186.2,1.0,376,3,True
235,221.49999999999991,1.0,225,0,True
236,188.49999999999997,1.0,352,5,True
237,210.49999999999994,1.0,241,3,True
238,228.29999999999995,1.0,185,2,True
239,234.59999999999994,1.0,164,4,True
240,206.39999999999992,1.0,277,5,True
241,201.7,1.0,306,1,True
242,228.3999999999999,1.0,189,1,True
243,217.99999999999994,1.0,224,3,True
244,213.09999999999988,1.0,285,3,True
245,213.4999999999999,1.0,251,12,True
246,231.0999999999999,1.0,184,1,True
247,211.99999999999991,1.0,262,0,True
248,186.20000000000002,1.0,318,0,True
249,208.39999999999984,1.0,315,7,True
250,180.6999999999999,1.0,431,1,True
251,206.99999999999986,1.0,326,0,True
252,217.99999999999991,1.0,230,5,True
253,220.79999999999993,1.0,227,6,True
254,244.69999999999993,1.0,137,0,True
255,204.69999999999996,1.0,292,6,True
256,226.79999999999995,1.0,192,2,True
257,234.2999999999999,1.0,174,5,True
258,217.99999999999994,1.0,209,0,True
259,230.6999999999999,1.0,158,0,True
260,181.1999999999999,1.0,445,0,True
261,192.3,1.0,329,0,True
262,227.0999999999999,1.0,210,0,True
263,203.79999999999993,1.0,286,8,True
264,216.7999999999998,1.0,274,7,True
265,195.09999999999997,1.0,342,3,True
266,218.7999999999999,1.0,240,1,True
267,205.5,1.0,275,3,True
268,232.19999999999993,1.0,153,1,True
269,223.89999999999992,1.0,209,2,True
270,175.49999999999991,1.0,417,0,True
271,210.6,1.0,206,2,True
272,197.89999999999998,1.0,310,0,True
273,209.89999999999995,1.0,242,1,True
274,221.29999999999987,1.0,258,3,True
275,216.6999999999999,1.0,247,3,True
276,194.69999999999993,1.0,338,3,True
277,222.19999999999993,1.0,186,3,True
278,219.99999999999986,1.0,250,3,True
279,203.19999999999996,1.0,282,3,True
280,233.09999999999988,1.0,184,4,True
281,207.79999999999995,1.0,285,1,True
282,222.39999999999992,1.0,216,2,True
283,228.59999999999994,1.0,198,0,True
284,240.09999999999994,1.0,147,0,True
285,216.89999999999986,1.0,268,2,True
286,223.69999999999982,1.0,253,2,True
287,226.49999999999986,1.0,227,4,True
288,202.59999999999994,1.0,276,0,True
289,-56.450000000000124,0.984375,500,13,False
290,216.69999999999987,1.0,269,5,True
291,205.69999999999993,1.0,307,4,True
292,224.49999999999994,1.0,192,0,True
293,202.49999999999994,1.0,249,6,True
294,226.39999999999992,1.0,198,0,True
295,226.79999999999987,1.0,202,5,True
296,239.7,1.0,147,6,True
297,208.49999999999986,1.0,328,4,True
298,233.69999999999996,1.0,162,4,True
299,232.5999999999999,1.0,206,1,True
300,233.19999999999993,1.0,184,0,True
301,221.7,1.0,181,0,True
302,132.2999999999999,1.0,487,3,True
303,227.79999999999993,1.0,175,0,True
304,238.49999999999994,1.0,150,1,True
305,206.89999999999992,1.0,301,0,True
306,227.09999999999994,1.0,200,0,True
307,229.49999999999991,1.0,180,1,True
308,220.29999999999995,1.0,213,0,True
309,197.1,1.0,294,5,True
310,233.2999999999999,1.0,187,1,True
311,236.39999999999998,1.0,150,1,True
312,207.2,1.0,244,0,True
