episode,total_reward,coverage_pct,steps,total_collisions,terminated
1,-40.700000000000095,0.96875,500,4,False
2,-58.15000000000012,0.984375,500,18,False
3,166.49999999999994,1.0,461,9,True
4,-39.10000000000014,0.90625,500,10,False
5,-48.4000000000001,0.9375,500,10,False
6,-62.55000000000007,0.890625,500,21,False
7,220.7999999999999,1.0,228,5,True
8,-56.65000000000008,0.984375,500,19,False
9,-34.95000000000009,0.984375,500,4,False
10,175.29999999999993,1.0,419,10,True
11,-49.400000000000134,0.96875,500,6,False
12,-51.1000000000001,0.96875,500,10,False
13,-47.150000000000105,0.953125,500,18,False
14,217.1999999999999,1.0,235,8,True
15,184.99999999999997,1.0,387,8,True
16,-31.750000000000096,0.984375,500,7,False
17,162.8999999999999,1.0,495,8,True
18,188.79999999999993,1.0,379,6,True
19,-32.65000000000007,0.984375,500,5,False
20,-45.750000000000135,0.921875,500,2,False
21,164.0999999999999,1.0,488,1,True
22,185.7,1.0,382,12,True
23,195.29999999999995,1.0,331,4,True
24,230.09999999999985,1.0,196,0,True
25,178.2,1.0,407,6,True
26,-52.350000000000094,0.984375,500,16,False
27,199.7,1.0,306,2,True
28,-60.050000000000146,0.984375,500,32,False
29,218.29999999999993,1.0,238,7,True
30,204.49999999999991,1.0,301,8,True
31,-39.1500000000001,0.984375,500,8,False
32,226.89999999999995,1.0,170,9,True
33,168.99999999999994,1.0,438,6,True
34,-42.250000000000114,0.984375,500,7,False
35,218.59999999999994,1.0,225,2,True
36,170.5999999999999,1.0,469,6,True
37,215.6999999999999,1.0,255,3,True
38,206.39999999999992,1.0,291,0,True
39,157.89999999999986,1.0,430,13,True
40,165.69999999999993,1.0,448,3,True
41,160.79999999999998,1.0,476,8,True
42,211.19999999999996,1.0,277,7,True
43,196.54999999999993,1.0,347,1,True
44,-44.550000000000075,0.984375,500,8,False
45,222.59999999999988,1.0,213,4,True
46,-77.10000000000008,0.96875,500,22,False
47,161.39999999999992,1.0,417,7,True
48,-54.65000000000009,0.984375,500,1,False
49,-55.25000000000008,0.953125,500,9,False
50,2.0499999999999936,0.140625,501,0,False
51,160.6,1.0,432,11,True
52,190.39999999999998,1.0,317,1,True
53,205.7,1.0,242,0,True
54,189.7,1.0,322,5,True
55,217.59999999999994,1.0,231,3,True
56,165.5,1.0,399,7,True
57,-46.05000000000018,0.984375,500,5,False
58,-62.350000000000215,0.984375,500,7,False
59,215.39999999999995,1.0,241,0,True
60,180.49999999999997,1.0,327,1,True
61,175.09999999999997,1.0,372,5,True
62,185.89999999999998,1.0,359,8,True
63,162.79999999999998,1.0,424,4,True
64,-53.500000000000135,0.96875,500,3,False
65,222.79999999999993,1.0,222,2,True
66,146.9499999999999,1.0,462,6,True
67,223.49999999999994,1.0,207,1,True
68,211.89999999999992,1.0,246,2,True
69,159.1999999999999,1.0,495,1,True
70,151.09999999999985,1.0,469,0,True
71,-46.55000000000012,0.984375,500,4,False
72,180.89999999999992,1.0,372,2,True
73,148.59999999999985,1.0,492,0,True
74,204.49999999999997,1.0,273,3,True
75,235.79999999999995,1.0,145,0,True
