episode,total_reward,coverage_pct,steps,total_collisions,terminated
3,196.89999999999998,1.0,330,3,True
4,175.89999999999995,1.0,451,6,True
5,-43.70000000000011,0.96875,500,10,False
6,173.9999999999999,1.0,469,8,True
7,185.8,1.0,354,3,True
8,187.90000000000003,1.0,331,13,True
9,169.49999999999994,1.0,462,9,True
10,187.6,1.0,365,0,True
11,198.39999999999992,1.0,323,2,True
12,201.7999999999999,1.0,334,3,True
13,192.6,1.0,314,9,True
14,182.29999999999998,1.0,399,0,True
15,218.5999999999999,1.0,249,3,True
16,206.29999999999998,1.0,267,1,True
17,184.29999999999998,1.0,392,5,True
18,209.89999999999992,1.0,280,2,True
19,160.2999999999999,1.0,452,11,True
20,196.9,1.0,304,0,True
21,-37.60000000000009,0.984375,500,10,False
22,161.79999999999995,1.0,477,7,True
23,204.49999999999997,1.0,317,3,True
24,227.1999999999999,1.0,212,1,True
25,184.69999999999993,1.0,363,5,True
26,-49.200000000000145,0.96875,500,8,False
27,199.8,1.0,292,0,True
28,148.59999999999988,1.0,435,15,True
29,-56.65000000000017,0.984375,500,10,False
30,206.69999999999996,1.0,305,2,True
31,168.49999999999994,1.0,398,12,True
32,193.60000000000002,1.0,290,1,True
33,221.2,1.0,192,0,True
34,188.79999999999995,1.0,359,2,True
35,167.7999999999999,1.0,497,1,True
36,192.79999999999995,1.0,239,27,True
37,175.49999999999994,1.0,457,3,True
38,172.09999999999994,1.0,448,5,True
39,-62.350000000000115,0.984375,500,5,False
40,229.89999999999998,1.0,163,1,True
41,-49.7500000000001,0.984375,500,0,False
42,-69.3000000000001,0.96875,500,13,False
43,215.59999999999985,1.0,279,6,True
44,175.29999999999995,1.0,469,8,True
45,198.49999999999997,1.0,255,0,True
46,194.29999999999995,1.0,296,11,True
47,-32.95000000000005,0.984375,500,2,False
48,209.14999999999986,1.0,299,2,True
49,191.39999999999998,1.0,331,2,True
50,209.0,1.0,270,0,True
51,-67.25000000000009,0.984375,500,0,False
52,-32.65000000000011,0.984375,500,1,False
53,-28.150000000000087,0.984375,500,9,False
54,202.0,1.0,234,3,True
55,-96.80000000000013,0.9375,500,4,False
56,155.69999999999993,1.0,391,7,True
57,-24.500000000000163,0.96875,500,2,False
58,-38.65000000000012,0.984375,500,10,False
59,213.1999999999999,1.0,257,3,True
60,199.79999999999995,1.0,297,1,True
61,180.50000000000003,1.0,405,2,True
62,227.49999999999997,1.0,164,0,True
63,-41.20000000000004,0.96875,500,0,False
64,-51.95000000000017,0.984375,500,1,False
65,123.90000000000012,1.0,414,21,True
66,214.99999999999994,1.0,235,3,True
67,149.39999999999992,1.0,379,2,True
68,-51.150000000000176,0.953125,500,7,False
69,-81.14999999999979,0.984375,500,21,False
70,171.5999999999999,1.0,473,10,True
71,-111.44999999999999,0.984375,500,43,False
72,-54.85000000000018,0.921875,500,12,False
73,175.5,1.0,429,5,True
74,219.5999999999999,1.0,244,2,True
75,-27.35000000000014,0.984375,500,4,False
76,203.09999999999985,1.0,356,24,True
77,217.19999999999993,1.0,259,4,True
78,-14.200000000000234,0.96875,500,2,False
79,209.19999999999982,1.0,364,0,True
80,-32.000000000000135,0.90625,500,1,False
81,-13.700000000000085,0.9375,500,12,False
82,196.49999999999977,1.0,464,6,True
83,-49.80000000000009,0.9375,500,5,False
84,-8.550000000000193,0.953125,500,7,False
85,-22.25000000000004,0.953125,500,0,False
86,218.69999999999987,1.0,273,3,True
87,-12.60000000000018,0.96875,500,0,False
88,-41.35000000000018,0.921875,500,9,False
89,-10.850000000000191,0.984375,500,0,False
90,199.0999999999997,1.0,495,3,True
91,-10.75000000000016,0.984375,500,1,False
92,-45.95000000000007,0.921875,500,0,False
93,-30.80000000000013,0.96875,500,1,False
94,-30.75000000000032,0.890625,500,9,False
95,-17.25000000000014,0.953125,500,6,False
96,-130.74999999999986,0.890625,500,2,False
97,-11.350000000000243,0.859375,500,20,False
98,-4.0500000000002325,0.984375,500,0,False
99,-151.84999999999988,0.734375,500,66,False
100,-21.349999999999998,0.953125,500,10,False
101,-14.850000000000044,0.890625,500,6,False
102,-27.85000000000005,0.890625,500,6,False
103,-16.300000000000075,0.875,500,18,False
104,-69.90000000000002,0.875,500,0,False
105,-46.05000000000029,0.859375,500,1,False
106,-9.650000000000203,0.796875,500,1,False
107,-25.2000000000002,0.6875,500,26,False
108,-12.90000000000003,0.875,500,5,False
109,-48.25000000000022,0.765625,500,21,False
110,-58.35000000000023,0.828125,500,0,False
111,-20.600000000000215,0.6875,500,18,False
112,-17.550000000000228,0.921875,500,28,False
113,-41.55000000000029,0.984375,500,11,False
114,-46.30000000000009,0.71875,500,0,False
115,-14.200000000000161,0.8125,500,25,False
116,-15.500000000000048,0.90625,500,6,False
117,-28.500000000000213,0.75,500,45,False
118,-83.04999999999909,0.609375,500,0,False
119,1.5499999999996752,0.921875,500,1,False
120,-84.39999999999871,0.8125,500,1,False
121,-19.149999999999945,0.703125,500,23,False
122,-7.4500000000003235,0.828125,500,18,False
123,1.6499999999999364,0.859375,500,3,False
124,-4.200000000000218,0.8125,500,3,False
125,-1.4000000000003545,0.8125,500,1,False
126,-22.65000000000027,0.734375,500,34,False
127,-28.800000000000132,0.78125,500,13,False
128,-17.65000000000022,0.640625,500,15,False
129,-46.150000000000354,0.828125,500,1,False
130,-12.850000000000204,0.765625,500,0,False
131,-11.250000000000188,0.671875,500,5,False
132,-24.54999999999986,0.671875,500,19,False
133,-9.20000000000008,0.75,500,13,False
134,-5.000000000000285,0.8125,500,10,False
135,-15.400000000000157,0.65625,500,13,False
136,-2.80000000000031,0.78125,500,3,False
137,-45.30000000000043,0.71875,500,0,False
138,-8.800000000000281,0.75,500,9,False
139,-11.250000000000217,0.734375,500,12,False
140,-28.00000000000008,0.6875,500,9,False
141,-25.349999999999977,0.703125,500,0,False
142,-8.600000000000277,0.78125,500,16,False
143,-17.550000000000235,0.734375,500,24,False
144,-79.3999999999993,0.96875,500,0,False
145,-56.100000000000385,0.75,500,76,False
146,-51.75000000000028,0.703125,500,40,False
147,-31.900000000000322,0.625,500,41,False
148,-34.35000000000022,0.578125,500,30,False
149,-5.000000000000311,0.71875,500,0,False
150,-8.20000000000026,0.71875,500,4,False
151,-19.400000000000162,0.75,500,0,False
152,-11.600000000000165,0.6875,500,2,False
153,-32.05000000000044,0.671875,500,47,False
154,-28.35000000000029,0.578125,500,21,False
155,-7.750000000000232,0.671875,500,0,False
156,-18.4000000000003,0.875,500,44,False
157,-116.94999999999858,0.734375,500,23,False
158,-39.55000000000025,0.734375,500,4,False
159,-12.249999999999975,0.609375,500,0,False
160,-35.25000000000027,0.609375,500,45,False
161,-78.7999999999991,0.8125,500,0,False
162,-16.20000000000005,0.65625,500,9,False
163,-16.049999999999933,0.859375,500,1,False
164,-11.750000000000089,0.609375,500,0,False
165,-27.40000000000024,0.71875,500,0,False
166,-12.50000000000016,0.84375,500,29,False
167,-132.20000000000076,0.5625,500,15,False
168,-10.300000000000075,0.65625,500,2,False
169,-35.550000000000324,0.734375,500,2,False
170,-27.800000000000292,0.875,500,56,False
171,-4.5000000000003135,0.71875,500,0,False
172,-6.250000000000261,0.734375,500,0,False
173,-13.500000000000203,0.71875,500,17,False
174,-11.650000000000238,0.828125,500,21,False
175,-4.7000000000002675,0.75,500,1,False
176,-8.80000000000019,0.8125,500,1,False
177,-3.150000000000302,0.765625,500,1,False
178,-8.800000000000136,0.71875,500,7,False
179,-21.15000000000039,0.765625,500,38,False
180,-3.400000000000279,0.8125,500,9,False
181,-3.75000000000031,0.734375,500,0,False
182,-21.6000000000003,0.8125,500,42,False
183,-14.300000000000185,0.6875,500,10,False
184,-113.30000000000011,0.71875,500,47,False
185,-9.200000000000243,0.71875,500,0,False
186,-2.8500000000003602,0.765625,500,0,False
187,-27.35000000000012,0.640625,500,14,False
188,-17.60000000000008,0.6875,500,12,False
189,-62.50000000000046,0.84375,500,129,False
190,-187.4999999999992,0.59375,500,4,False
191,-34.75000000000007,0.703125,500,33,False
192,-29.6500000000002,0.609375,500,32,False
193,-27.14999999999999,0.734375,500,1,False
194,-4.150000000000324,0.734375,500,0,False
195,-8.100000000000259,0.6875,500,0,False
196,-6.050000000000281,0.765625,500,9,False
197,-11.850000000000223,0.671875,500,5,False
198,-11.85000000000019,0.671875,500,7,False
199,-34.700000000000244,0.71875,500,58,False
200,-10.050000000000209,0.640625,500,0,False
201,-13.050000000000116,0.671875,500,0,False
202,-26.850000000000247,0.546875,500,18,False
203,-12.450000000000223,0.671875,500,9,False
204,-15.250000000000163,0.703125,500,1,False
205,-19.150000000000006,0.765625,500,34,False
206,-5.000000000000327,0.8125,500,6,False
207,-13.250000000000343,0.828125,500,29,False
208,-17.30000000000013,0.59375,500,0,False
209,-12.050000000000288,0.703125,500,10,False
