episode,total_reward,coverage_pct,steps,total_collisions,terminated
1,181.5,1.0,401,4,True
2,176.5,1.0,399,11,True
3,182.69999999999996,1.0,405,4,True
4,-43.65000000000006,0.984375,500,5,False
5,-37.05000000000009,0.984375,500,2,False
6,167.79999999999995,1.0,498,6,True
7,194.4,1.0,324,4,True
8,-30.150000000000066,0.984375,500,4,False
9,-36.650000000000055,0.984375,500,6,False
10,184.60000000000002,1.0,396,1,True
11,193.99999999999997,1.0,305,18,True
12,205.6,1.0,294,3,True
13,160.8999999999999,1.0,499,8,True
14,-40.05000000000011,0.984375,500,13,False
15,207.59999999999994,1.0,271,1,True
16,-41.65000000000012,0.921875,500,5,False
17,166.7,1.0,416,10,True
18,210.89999999999995,1.0,247,4,True
19,183.9,1.0,416,6,True
20,186.00000000000003,1.0,376,7,True
21,195.1,1.0,327,3,True
22,212.89999999999995,1.0,239,2,True
23,-34.30000000000006,0.96875,500,5,False
24,-40.850000000000094,0.984375,500,13,False
25,205.09999999999997,1.0,304,7,True
26,160.29999999999993,1.0,464,19,True
27,-40.60000000000009,0.96875,500,8,False
28,188.7,1.0,332,8,True
29,166.59999999999997,1.0,470,4,True
30,225.39999999999992,1.0,199,0,True
31,-48.30000000000013,0.96875,500,0,False
32,-37.45000000000006,0.984375,500,4,False
33,-41.5000000000001,0.96875,500,11,False
34,184.9,1.0,368,12,True
35,-36.00000000000014,0.9375,500,5,False
36,-34.20000000000003,0.96875,500,10,False
37,197.09999999999997,1.0,321,3,True
38,183.59999999999994,1.0,416,5,True
39,208.19999999999993,1.0,286,2,True
40,-46.25000000000009,0.953125,500,10,False
41,185.5,1.0,364,7,True
42,-43.95000000000014,0.984375,500,4,False
43,203.59999999999994,1.0,303,2,True
44,-38.500000000000206,0.984375,500,10,False
45,-44.650000000000034,0.984375,500,6,False
46,188.40000000000003,1.0,377,0,True
47,196.89999999999995,1.0,330,10,True
48,-47.9500000000001,0.984375,500,14,False
49,218.19999999999993,1.0,226,0,True
50,196.79999999999993,1.0,344,7,True
51,-34.950000000000074,0.953125,500,8,False
52,208.0,1.0,293,14,True
53,167.39999999999992,1.0,459,7,True
54,-43.25000000000011,0.984375,500,6,False
55,200.6,1.0,314,0,True
56,178.29999999999995,1.0,439,5,True
57,189.49999999999997,1.0,340,7,True
58,210.59999999999994,1.0,288,1,True
59,-50.3000000000001,0.96875,500,16,False
60,177.1999999999999,1.0,441,10,True
61,208.59999999999994,1.0,280,5,True
62,179.39999999999998,1.0,417,5,True
63,-35.50000000000007,0.96875,500,5,False
64,214.1999999999999,1.0,260,6,True
65,177.29999999999993,1.0,453,3,True
66,180.49999999999991,1.0,402,11,True
67,192.69999999999996,1.0,363,10,True
68,166.49999999999994,1.0,471,5,True
69,-38.500000000000085,0.96875,500,6,False
70,193.09999999999997,1.0,335,2,True
71,165.09999999999997,1.0,475,3,True
72,220.74999999999991,1.0,243,1,True
73,-34.35,0.984375,500,10,False
74,183.79999999999998,1.0,354,10,True
75,205.69999999999996,1.0,290,1,True
76,164.89999999999995,1.0,478,6,True
77,174.79999999999993,1.0,455,4,True
78,213.29999999999993,1.0,271,1,True
79,225.69999999999993,1.0,193,8,True
80,161.59999999999982,1.0,472,13,True
81,207.3999999999999,1.0,330,6,True
82,-35.450000000000124,0.953125,500,6,False
83,-44.450000000000045,0.984375,500,2,False
84,211.3,1.0,247,0,True
85,221.89999999999995,1.0,209,1,True
86,-37.550000000000125,0.984375,500,12,False
87,190.5,1.0,369,2,True
88,187.89999999999995,1.0,418,0,True
89,190.79999999999995,1.0,394,0,True
90,-35.600000000000094,0.96875,500,14,False
91,197.19999999999996,1.0,330,4,True
92,196.39999999999995,1.0,356,5,True
93,-45.500000000000114,0.96875,500,6,False
94,212.89999999999992,1.0,295,2,True
95,176.6999999999999,1.0,452,7,True
96,178.39999999999995,1.0,419,4,True
97,194.3,1.0,344,3,True
98,165.4999999999999,1.0,500,9,True
99,169.7,1.0,493,10,True
100,233.79999999999987,1.0,190,1,True
101,214.09999999999994,1.0,242,5,True
102,191.1,1.0,379,3,True
103,204.69999999999996,1.0,310,4,True
104,192.99999999999997,1.0,384,5,True
105,203.39999999999992,1.0,302,12,True
106,-42.250000000000085,0.984375,500,13,False
107,192.39999999999995,1.0,374,5,True
108,209.39999999999998,1.0,282,1,True
109,205.79999999999995,1.0,295,6,True
110,224.39999999999986,1.0,217,1,True
111,185.89999999999998,1.0,407,6,True
112,213.59999999999994,1.0,257,4,True
113,218.79999999999995,1.0,212,6,True
114,209.19999999999996,1.0,278,2,True
115,-37.80000000000007,0.96875,500,10,False
116,188.79999999999987,1.0,396,6,True
117,165.79999999999993,1.0,459,10,True
118,161.3999999999999,1.0,480,9,True
119,-50.55000000000011,0.984375,500,11,False
120,-32.80000000000008,0.96875,500,13,False
121,-41.950000000000074,0.984375,500,8,False
122,152.19999999999987,1.0,444,6,True
123,-48.75000000000011,0.984375,500,13,False
124,-28.05000000000008,0.984375,500,3,False
125,198.89999999999995,1.0,334,4,True
126,-38.100000000000094,0.96875,500,3,False
127,-33.15000000000006,0.953125,500,5,False
128,207.29999999999993,1.0,309,12,True
129,173.7999999999999,1.0,436,18,True
130,202.8999999999999,1.0,316,0,True
131,222.09999999999997,1.0,199,5,True
132,217.54999999999993,1.0,245,5,True
133,186.49999999999991,1.0,391,4,True
134,225.5999999999999,1.0,202,3,True
135,187.99999999999997,1.0,331,16,True
136,216.1999999999999,1.0,257,2,True
137,183.19999999999996,1.0,399,8,True
138,223.99999999999994,1.0,220,3,True
139,205.50000000000003,1.0,265,4,True
140,204.29999999999995,1.0,288,3,True
141,207.39999999999995,1.0,307,3,True
142,174.99999999999997,1.0,413,1,True
143,225.29999999999995,1.0,205,0,True
144,-38.85000000000011,0.984375,500,14,False
145,190.79999999999998,1.0,348,1,True
146,185.10000000000005,1.0,389,3,True
147,165.69999999999993,1.0,476,11,True
148,-37.55000000000009,0.984375,500,9,False
149,183.89999999999992,1.0,424,6,True
150,186.59999999999997,1.0,393,2,True
151,-33.45000000000013,0.984375,500,7,False
152,195.19999999999996,1.0,320,9,True
153,-32.30000000000001,0.96875,500,11,False
154,206.49999999999991,1.0,307,2,True
155,-23.950000000000106,0.984375,500,15,False
156,226.29999999999995,1.0,178,0,True
157,-32.45000000000016,0.984375,500,5,False
158,204.0999999999999,1.0,319,2,True
159,206.99999999999994,1.0,295,2,True
160,-28.550000000000097,0.984375,500,1,False
161,-31.850000000000048,0.984375,500,3,False
162,215.49999999999991,1.0,240,8,True
163,186.4,1.0,333,15,True
164,173.89999999999998,1.0,415,12,True
165,183.59999999999997,1.0,380,5,True
166,-25.850000000000122,0.984375,500,6,False
167,192.74999999999991,1.0,376,3,True
168,219.1999999999999,1.0,238,4,True
169,203.2,1.0,272,3,True
170,212.09999999999988,1.0,299,0,True
171,188.19999999999996,1.0,380,9,True
172,207.99999999999997,1.0,275,0,True
173,211.59999999999994,1.0,273,0,True
174,176.3,1.0,417,5,True
175,184.39999999999998,1.0,428,12,True
176,-29.15000000000013,0.984375,500,6,False
177,208.9999999999999,1.0,318,0,True
178,210.19999999999996,1.0,259,0,True
179,206.89999999999998,1.0,290,1,True
180,-33.250000000000135,0.984375,500,10,False
181,187.39999999999992,1.0,425,10,True
182,161.39999999999995,1.0,477,4,True
183,-28.150000000000087,0.984375,500,0,False
184,211.39999999999995,1.0,268,1,True
185,213.29999999999998,1.0,234,2,True
186,-28.10000000000003,0.96875,500,3,False
187,206.9999999999999,1.0,308,8,True
188,206.5999999999999,1.0,310,5,True
189,226.59999999999988,1.0,205,3,True
190,211.49999999999997,1.0,252,5,True
191,-30.400000000000077,0.9375,500,0,False
192,228.09999999999982,1.0,216,0,True
193,205.39999999999995,1.0,265,2,True
194,213.69999999999996,1.0,229,0,True
195,218.89999999999992,1.0,243,6,True
196,188.79999999999995,1.0,422,3,True
197,181.60000000000002,1.0,401,0,True
198,212.24999999999986,1.0,303,4,True
199,229.1999999999999,1.0,187,0,True
200,-36.700000000000045,0.984375,500,0,False
201,220.39999999999995,1.0,231,1,True
202,201.39999999999992,1.0,295,8,True
203,163.89999999999992,1.0,483,6,True
204,219.24999999999994,1.0,242,6,True
205,-24.25000000000006,0.984375,500,8,False
206,-25.55000000000022,0.984375,500,5,False
207,164.69999999999985,1.0,496,0,True
208,210.09999999999994,1.0,272,3,True
209,169.39999999999995,1.0,494,7,True
210,-18.150000000000098,0.984375,500,3,False
211,-36.35000000000014,0.984375,500,5,False
212,210.3999999999999,1.0,305,2,True
213,192.4,1.0,334,3,True
214,201.69999999999996,1.0,297,0,True
215,179.70000000000002,1.0,447,5,True
216,-38.050000000000175,0.953125,500,12,False
217,177.39999999999998,1.0,441,4,True
218,195.1999999999999,1.0,351,1,True
219,-43.00000000000021,0.96875,500,16,False
220,-39.750000000000064,0.953125,500,11,False
221,200.69999999999993,1.0,327,2,True
222,-33.65000000000012,0.984375,500,8,False
223,181.5999999999999,1.0,426,6,True
224,-32.85000000000003,0.984375,500,9,False
225,235.8999999999999,1.0,160,0,True
226,223.49999999999991,1.0,212,6,True
227,193.49999999999994,1.0,391,0,True
228,193.39999999999992,1.0,403,3,True
229,210.89999999999992,1.0,273,3,True
230,207.0,1.0,272,0,True
231,175.49999999999997,1.0,467,8,True
232,180.39999999999992,1.0,432,9,True
233,-28.700000000000166,0.96875,500,5,False
234,191.89999999999995,1.0,348,0,True
235,207.19999999999993,1.0,308,5,True
236,191.99999999999994,1.0,376,5,True
237,195.59999999999985,1.0,417,1,True
238,183.59999999999982,1.0,454,4,True
239,206.8999999999999,1.0,318,8,True
240,225.4999999999999,1.0,230,3,True
241,-36.70000000000005,0.96875,500,14,False
242,-21.65000000000006,0.984375,500,5,False
243,198.09999999999994,1.0,367,10,True
244,172.39999999999995,1.0,486,3,True
245,208.49999999999997,1.0,284,0,True
246,-27.350000000000136,0.984375,500,11,False
247,199.19999999999996,1.0,324,3,True
248,-37.150000000000084,0.984375,500,0,False
249,181.09999999999994,1.0,451,2,True
250,193.6,1.0,351,6,True
251,190.99999999999986,1.0,415,2,True
252,184.40000000000003,1.0,427,11,True
253,223.3999999999998,1.0,253,4,True
254,192.29999999999993,1.0,371,4,True
